
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2003-05-14,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A10736

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2003-05-14,03:40:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
267.0,4,292.4,-0.957,280,0,4,Dobson,115

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.041,26.30,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1007,.4,18
1000,.6,18
985,.9,16
951,2.5,15
850,2.8,7
823,2.9,5
764,2.8,1
700,2.6,-3
608,2.3,-10
562,2.2,-14
500,2,-20
388,1.6,-34
341,1.4,-42
300,1.3,-49
259,1.3,-56
236,1.2,-59
224,1.4,-59
214,2.2,-59
200,2.5,-60
169,3.1,-56
153,2.9,-56
150,3.1,-56
133,3.2,-55
121,4.3,-56
116,5.1,-56
105,7.3,-56
100,8.6,-55
95.8,8.7,-55
91.4,8.3,-55
87.2,8.3,-55
83.2,9.4,-56
70,7.5,-57
65.6,7.7,-58
62.6,9.8,-58
59.7,11,-56
56.9,12.2,-56
54.3,11.8,-56
50,12.1,-55
45,11.4,-54
41,11.7,-55
37.3,12.5,-55
32.4,12.6,-55
30,13.5,-54
28.1,13.5,-55
23.4,13.8,-51
22.3,13.5,-51
21.3,13.1,-51
20,12.5,-51
17.7,11.1,-51
16.9,10.2,-52
16.2,9.8,-51
14.7,9.8,-52
12.8,8.2,-50
11.7,7.7,-51
11.2,7.2,-50
10.7,7.1,-48
10.2,6.9,-46
10,6.7,-46
9.3,6.4,-45
8.9,6,-45
8.1,5.6,-42
7.8,5.4,-42
7,5,-42
6.5,4.6,-39
6.3,4.4,-36
5.3,3.7,-36
