
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2003-06-18,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A10722

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2003-06-18,00:54:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
264.7,4,287.6,-1.001,288,0,0,Dobson,115
* used ozonesonde

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.036,26.00,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1016,.7,12,2.1,264
1000,1,9,3,250
924,2.4,6,5,195
850,2.9,9,4,251
700,2.5,-1,3,246
638,2.1,-6,5,251
614,2.3,-7,5,237
500,1.9,-18,2,271
411,1.4,-30,5,129
377,1.4,-35,2,55
346,1.2,-40,3,330
300,1.1,-48,6,12
228,1.2,-60,14,331
200,2.4,-58,9,286
180,6.4,-55,10,269
164,2.4,-55,9,255
156,2.2,-55,10,269
150,2.5,-55,13,268
142,2.5,-56,13,272
129,2.7,-57,13,256
118,2.2,-59,14,255
107,2.5,-60,18,248
100,2.7,-61,14,239
92.4,3.6,-62,9,256
83.9,5.8,-61,12,242
76.2,8.4,-60,12,251
70,10.1,-59,12,236
66,10.2,-60,10,236
62.9,10.4,-59,8,258
60,11.4,-59,9,249
54.5,11.3,-60,10,257
51.9,11.7,-60,11,248
50,12.5,-59,11,241
47.2,12.9,-58,10,236
45,13.7,-58,11,239
39,14.2,-57,10,277
35.5,13.9,-58,13,279
32.2,14.4,-59,13,274
30,13.7,-59,9,279
25.4,13,-56,14,259
24.2,12.3,-56,12,260
23.1,11.3,-55,11,268
22.1,11.8,-54,12,278
20.1,9.9,-53,17,269
20,9.9,-52,17,267
18.3,10.5,-51,15,253
17.5,10,-52,17,256
16.7,9.6,-52,16,256
15.9,10.8,-52,16,258
15.2,10,-53,15,265
14.5,10.3,-52,14,271
12.6,8.8,-50,20,271
11.5,8,-49,24,261
11,7.7,-48,24,253
10.5,7.7,-48,25,251
10.1,7.4,-49,28,251
10,7.3,-49,28,252
9.2,6.8,-50,30,263
8.4,6.9,-51,31,256
7.6,6.4,-52,40,253
7,5.5,-51,50,249
6.6,5.2,-51,51,249
6.3,5.1,-50,51,250
5.8,4.4,-50,54,252
5.5,4.3,-48,54,252
5,3.6,-47,52,255
4.6,3.2,-47,57,261
