
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2003-05-02,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A10724

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2003-05-02,04:28:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
268.8,4,295.8,-0.940,278,0,0,Dobson,115

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.028,27.30,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1015,.4,16
1000,.7,15
890,2.1,7
850,2.1,5
769,2.6,3
700,2.3,0
526,1.8,-12
500,1.8,-15
448,1.6,-21
430,1.6,-23
396,1.6,-28
300,1.2,-43
267,1.1,-50
232,1.1,-57
221,1,-60
200,1.4,-63
191,1.7,-64
165,2.1,-62
157,2.2,-61
150,2.1,-61
136,2.8,-61
130,2.6,-60
124,4.2,-59
118,5.5,-59
112,5.2,-59
107,4,-59
102,3.4,-59
100,3.3,-59
88.5,4.2,-60
80.4,4.7,-60
76.6,5.3,-61
70,7.7,-60
57.4,9.4,-62
50,12.4,-57
47.4,12.5,-56
43.1,12.7,-58
41.1,12.5,-57
37.4,13.3,-55
35.7,13.1,-56
32.5,13.6,-55
30,13.7,-52
28.2,14.3,-51
23.5,13.5,-49
22.4,14.1,-47
21.4,14.8,-47
20,13.4,-44
20.5,14.2,-45
19.6,12.8,-44
18.7,13.5,-44
16.4,12.5,-45
15.6,11.3,-45
15,10.6,-44
13.7,10.3,-41
13.1,10,-42
12.5,9.9,-42
10,8.6,-43
9.6,8.5,-43
8.8,7.7,-44
8.4,7.3,-44
7,6,-41
6.4,5.8,-40
5.9,5.1,-40
5,4.4,-40
4.7,3.9,-38
