
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2003-02-06,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A12158

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2003-02-06,00:47:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
197.4,4,283.6,-0.987,280,0,0,Dobson,115

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.012,26.3,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1008,.9,20
1000,1.3,19
951,3.2,14
918,3.8,15
856,4.2,17
850,4.7,17
826,6.7,15
797,6.7,13
742,3.3,10
716,4.4,10
700,4.2,9
665,3.8,7
618,2.6,3
596,2.5,0
552,2.1,-5
500,3.1,-10
454,3,-15
437,2.1,-17
420,1.6,-19
387,2.8,-24
356,2.6,-28
313,2.4,-36
300,2.7,-38
275,3,-41
240,2.5,-47
219,2.6,-50
200,2.5,-55
191,2.4,-57
182,2.2,-59
173,2.2,-61
157,3,-60
150,2.7,-60
143,1.8,-61
130,2.6,-62
124,2.1,-63
112,2.9,-63
107,3.4,-65
100,3.5,-65
92,3.2,-67
87.6,3.2,-67
83.3,3.4,-67
75.5,6.3,-65
71.9,6.5,-64
70,6.4,-65
65.1,5.7,-65
62,6.1,-64
56.2,8.1,-61
50,9.6,-59
46.4,9.9,-59
44.2,10.4,-58
42.2,10.4,-58
40.2,11.4,-57
36.6,11.3,-54
33.3,12.9,-53
30,13.5,-51
27.7,13.8,-51
26.5,14.4,-49
24.2,14.7,-47
23.1,14.5,-46
21.1,13.8,-46
20,13.7,-46
18.4,13.1,-45
16.8,12.5,-44
16.1,12.3,-43
