
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-10-05,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,Macquarie Island,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A8307

#LOCATION
Latitude,Longitude,Height
-54.50,158.95,7

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2000-10-05,23:17:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
389.0,4,422.3,-0.952,402,0,0,Dobson,006
* Manufacturers pump rate used

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80(GPS),,0.058,26.85,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
998,2.4,4
974,2.9,1
903,2.8,-5
850,2.6,-9
700,2.3,-18
633,2.3,-24
582,1.9,-28
500,1.6,-36
450,1.5,-43
430,1.5,-45
359,1.9,-51
327,1.9,-53
312,2.8,-53
300,4,-52
284,5.6,-50
272,6.7,-47
260,7.2,-47
237,7.7,-45
217,6.6,-44
208,7.7,-43
200,7.6,-43
190,8,-42
182,7.2,-42
174,7.2,-41
166,6.2,-40
150,7.9,-40
146,7.9,-40
140,7.4,-40
133,7.7,-41
122,10.2,-39
117,10.1,-38
112,9.5,-39
103,10.4,-41
100,11.8,-41
93.9,13.8,-40
89.9,13.6,-41
86,13.8,-40
78.8,18,-39
70,19.2,-40
66.1,20.6,-39
60.6,21.4,-39
58,22.2,-39
50.8,21.4,-38
50,21.2,-37
46.6,20.7,-38
44.6,20.7,-38
42.7,20.8,-38
35.9,19.3,-38
32.9,18.3,-39
30,17.6,-39
28.8,17.3,-38
27.6,18.5,-37
25.3,17.4,-36
22.2,15.7,-36
21.3,16.6,-37
20.4,16,-37
20,15.1,-37
19.5,13.9,-37
18.7,12.6,-37
17.1,11.7,-36
15.7,10.9,-36
14.4,11.1,-36
13.8,9.8,-35
13.2,9.5,-34
12.1,8.2,-34
10,6.9,-32
9.8,6.8,-32
7.6,5,-32
