
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-01-11,ABM,1.0,Ozone Monitoring

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,Macquarie Island,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A4975

#LOCATION
Latitude,Longitude,Height
-54.50,158.95,7

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2000-01-11,23:31:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
248.6,4,277.7,-0.994,276,0,0,Dobson,006

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80(GPS),,0.040,26.89,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1023,1.33,10,9.3,278
1000,1.53,9,18,270
987,1.64,8,19,268
850,1.26,3,14,238
822,1.25,2,14,244
764,1.92,7,15,256
700,1.99,2,17,249
610,2.02,-4,23,249
588,2.19,-6,22,247
565,2.08,-8,22,251
544,2.45,-10,24,252
500,1.64,-14,27,246
394,1.38,-27,29,250
347,1.64,-34,27,252
300,1.37,-43,28,243
231,1.21,-58,28,248
210,1.49,-62,34,241
200,2.21,-62,28,248
164,3.17,-63,27,246
150,3.49,-62,27,249
142,3.74,-61,25,248
129,4.01,-61,18,253
106,4.65,-60,14,238
100,4.58,-61,14,245
79.8,8.49,-55,13,238
70,9.7,-54,10,236
63.2,11.2,-52,11,270
50,12.2,-51,6,239
47.9,11.8,-51,8,242
45.8,11.8,-51,9,213
43.7,12,-51,4,191
41.7,12.5,-50,3,213
39.9,12.8,-50,2,212
38.1,12.6,-50,2,214
34.7,13.1,-48,5,180
30,13.7,-47,6,125
29,13.7,-46,4,117
26.5,12.4,-45,4,117
25.3,12.8,-44,7,91
22.2,12.5,-42,8,133
20,10.7,-42,8,120
15.6,8.66,-39,8,92
14.3,8.65,-38,8,102
10,6.64,-32,13,98
7,4.81,-26,17,89
6.4,4.46,-25,21,87
