
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-02-22,ABM,1.0,Ozone Monitoring

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,Macquarie Island,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A8314

#LOCATION
Latitude,Longitude,Height
-54.50,158.95,7

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2000-02-22,23:32:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
208.3,4,235.2,-1.088,256,0,5,Dobson,006

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80(GPS),,0.032,26.81,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1004,1.71,8,11.8,346
1000,1.71,8,16,344
969,1.74,8,22,326
850,1.91,7,20,292
723,2.53,5,24,292
700,2.42,3,23,298
671,2.54,1,23,299
623,2.51,-3,24,293
600,2.23,-5,26,301
500,1.93,-15,19,309
474,1.72,-17,20,311
437,1.64,-21,25,309
403,1.61,-23,25,302
387,1.77,-23,26,290
356,1.71,-26,26,288
314,1.38,-34,26,279
300,1.39,-36,29,279
252,1.51,-44,34,273
241,1.04,-46,37,275
210,1.94,-50,43,276
200,1.98,-50,48,276
175,0.94,-53,52,272
150,1.15,-58,49,266
138,1.45,-62,42,266
131,1.37,-62,37,273
119,1.54,-62,32,275
108,3.05,-57,25,265
100,3.22,-59,23,271
89.4,3.69,-60,21,241
81.2,4.7,-60,16,275
77.4,5.41,-60,19,270
73.8,5.8,-58,20,265
70,6.81,-57,17,249
67.1,8.03,-56,16,248
61.1,9.52,-56,11,242
58.2,9.58,-56,8,249
53,10.5,-55,9,255
50,10.6,-54,6,265
46.1,10.9,-53,10,267
44,10.8,-53,9.8,252
40.1,11.5,-51,6,285
38.3,12.6,-50,7,273
34.9,12.1,-49,4,283
33.4,12.4,-48,6,268
31.9,12.1,-48,4,263
30,12.2,-47,8,286
27.8,10.8,-46,7.1,281
26.6,11.8,-46,6,249
23.2,10.3,-45,2,268
21.2,10.4,-45,5,255
20,10.1,-44,3,269
17.8,9.08,-42,2,253
14.9,8.12,-39,1,268
13.1,7.03,-38,2,229
12.5,6.96,-38,3,180
12,6.69,-37,2,160
10,5.64,-34,4,11
8.9,5.29,-34,5,229
7,4.11,-29,5,297
6.9,4.05,-29,3,294
