
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-02-15,ABM,1.0,Ozone Monitoring

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,Macquarie Island,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A4974

#LOCATION
Latitude,Longitude,Height
-54.50,158.95,7

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2000-02-15,23:28:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
250.1,4,273,-0.985,269,0,5,Dobson,006

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80(GPS),,0.044,26.42,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1014,1.17,7
1000,1.23,7
943,1.3,5
850,1.35,1
783,1.57,-1
754,1.34,-2
700,2.26,-2
648,1.9,-3
624,2.29,-5
600,2.5,-6
556,1.83,-11
500,1.95,-18
455,2.19,-24
418,2,-29
368,1.49,-35
353,1.64,-37
338,1.4,-40
309,1.94,-44
300,1.95,-46
282,2.26,-49
270,1.91,-51
257,1.21,-53
246,1.07,-56
223,1.43,-60
200,2.97,-61
193,3.82,-60
184,3.82,-58
176,4.01,-57
160,3.76,-54
150,4.32,-53
146,4.55,-54
139,4.61,-54
133,4.19,-55
126,4.49,-54
115,4.32,-53
105,5.52,-54
100,5.52,-53
91.3,5.02,-53
83.2,6.13,-54
79.4,7.81,-54
75.7,8.99,-52
70,9.71,-53
62.9,10.6,-52
60,10.7,-52
57.3,10.4,-52
54.7,11.3,-50
52.3,12.1,-50
50,11.9,-50
47.7,12.2,-50
45.6,12.3,-50
43.5,12.5,-49
41.6,12.8,-48
39.7,13,-48
36.3,12.5,-48
33.1,11.4,-47
31.6,11.6,-49
30,11.5,-49
27.6,11.6,-48
25.2,10.9,-47
24.1,10.2,-46
20,11.2,-44
20.1,11.2,-44
16.1,9.54,-42
10,6.38,-34
7,4.63,-29
5.3,3.51,-25
