
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2005-08-23,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,450,Davis,ATA

#INSTRUMENT
Name,Model,Number
ECC,6A,6A16089

#LOCATION
Latitude,Longitude,Height
-68.58,77.97,19

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2005-08-23,23:15:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
165.5,4,228.5,-1.000
* Premature balloon burst at 30hPa

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80(GPS),,0.041,26.6,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
988,3.2,-27,2.6,96
950,3.3,-28,2,217
911,3.2,-29,6,223
850,3,-30,6,208
700,2.7,-28,7,241
500,2,-43,6,238
459,1.8,-47,6,239
419,1.7,-51,7,239
400,1.6,-53,8,226
364,1.6,-57,7,222
331,2.1,-60,8,237
300,2.3,-62,10,242
273,2.7,-64,8,253
260,2.8,-66,9,253
224,3.8,-68,13,254
213,4.7,-68,13,252
200,5.6,-69,17,256
192,5.9,-70,19,257
174,5.7,-70,20,256
165,7.4,-70,18,263
157,8.2,-71,20,257
150,7.9,-72,22,266
135,7.9,-73,22,261
128,8,-73,24,257
122,8.5,-73,25,260
116,11.5,-73,29,266
104,13.8,-73,30,264
100,13.6,-73,32,262
94.3,12.2,-73,34,265
89.6,12.1,-73,38,262
85.1,12.7,-73,37,265
80.9,12.9,-73,34,264
76.8,12,-73,37,266
70,13,-74,42,268
69.3,13.2,-74,41.6,269
65.9,11.7,-73,41,269
62.6,9.3,-73,44,271
59.5,8.7,-72,47.9,267
56.5,8.4,-72,54,271
53.7,7.7,-72,55,270
50,7.7,-71,53,271
48.5,7.8,-70,52,272
46.1,7.5,-70,54,271
43.9,7.1,-70,62,269
41.7,6.5,-69,62,272
37.7,5.9,-68,72,271
35.9,6.5,-67,73,273
34.2,7.3,-66,70,273
32.5,7.4,-65,72,267
31,8.1,-65,77,266
