
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2005-02-22,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,450,Davis,ATA

#INSTRUMENT
Name,Model,Number
ECC,6A,6A14984

#LOCATION
Latitude,Longitude,Height
-68.58,77.97,19

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2005-02-22,23:32:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
234.2,4,275.6,-1.000

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80(GPS),,0.042,27.4,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
986,1.6,-4,10.3,4
950,1.8,-6,14,23
850,1.7,-11,10,17
751,1.4,-15,5,21
700,1.1,-18,6,40
666,1,-20,8,23
640,1.2,-22,9.7,345
590,1.2,-24,10,345
542,1.3,-28,6.2,296
500,1.2,-31,7,298
478,1.1,-34,6,311
458,1.2,-36,8,323
420,1.1,-40,10,311
384,.9,-45,10,310
335,.9,-52,9,309
320,1.2,-54,9,308
300,1.6,-56,8,305
277,1.6,-58,8,303
264,3.7,-57,8,301
252,5.1,-52,8,299
241,5.5,-51,7,298
230,5.6,-49,7,296
220,5.5,-49,7,294
200,4.1,-47,6,291
192,4.4,-47,6,289
183,4.5,-47,6,287
175,4.2,-47,6,286
168,4.2,-47,6,284
160,5.8,-47,5,282
153,6.6,-47,4,301
150,6.5,-47,4,315
146,6.4,-46,4.4,320
140,5,-46,8,285
134,4.8,-46,6,288
128,6.4,-46,7,277
122,6.4,-47,9,281
117,6.2,-47,8,276
111,7,-47,10,253
100,8.3,-47,6,253
93,10.3,-46,6,270
88.9,11.4,-46,6,250
85,12.5,-46,5,277
77.6,12.7,-45,6,261
74.2,12.6,-45,4,268
70,13.1,-46,8,300
67.8,12.9,-46,10,267
64.9,13.5,-45,8,263
62,13.9,-45,6,282
59.3,13.4,-44,6,235
54.2,14.3,-44,5,258
50,13.6,-44,5,243
47.4,13.2,-44,4,282
45.3,13.7,-44,4,294
43.4,13.9,-44,5,294
41.5,12.6,-44,4,276
39.7,11.9,-44,6,270
37.9,11.7,-44,3,302
36.3,13.4,-43,4.6,306
34.7,12.7,-42,5,289
33.2,11.1,-42,4,272
31.7,11,-42,5,303
30,11.4,-42,6,272
27.8,12.1,-42,4,293
26.6,12.1,-41,3,301
23.3,11,-41,6,332
22.3,10.8,-40,3,292
21.3,10.2,-40,3,299
20,9.6,-40,5,258
17.9,8.3,-39,6,286
17.1,8,-39,8,242
13.8,6,-37,5,245
