
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2005-09-15,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,450,Davis,ATA

#INSTRUMENT
Name,Model,Number
ECC,6A,6A16086

#LOCATION
Latitude,Longitude,Height
-68.58,77.97,19

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2005-09-15,23:29:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
124.4,4,164,-1.000

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80(GPS),,0.034,26.90,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
981,2.7,-6,5.1,124
946,3.5,-10,13,84
850,3.2,-17,16,53
700,2.7,-25,17,96
631,2.7,-24,19,71
557,2.3,-29,21,68
500,1.9,-32,15,73
450,1.8,-37,24,81
412,1.6,-43,22,85
377,1.5,-48,20,96
344,1.4,-53
313,1.7,-56
300,1.4,-58
284,1.2,-60
258,1.1,-64
234,1.5,-68
211,1.7,-74
200,2.8,-74
190,4,-74
181,5.1,-73
163,6.1,-72
150,6.3,-73
126,5.6,-73
120,5.2,-74
114,5.2,-74
103,4.1,-74
100,4.3,-75
97.8,4.5,-75
88.2,4.7,-76
83.7,5.8,-76
79.5,5,-77
75.4,3.4,-77
70,3,-78
67.9,2.7,-78
64.4,5.3,-78
61.1,5.3,-79
58,1.2,-80
55,.5,-79
50,.7,-78
46.9,1.2,-77
44.6,2.8,-76
42.3,3.2,-76
40.2,1.5,-76
38.1,1.4,-75
34.4,3.1,-74
31,2,-73
30,3,-72
29.5,3.6,-71
28,4.5,-70
26.7,4.2,-69
25.4,5.1,-68
24.1,5.7,-66
21.9,6.3,-63
20,6.7,-60
18,6.5,-58
16.4,6.4,-55
15.7,6.3,-54
14.3,6.1,-51
13.6,5.9,-50
11.9,5.6,-47
