
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2001-08-15,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A8767

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2001-08-15,01:19:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
290.3,4,328.8,-0.988,325,0,4,Dobson,105
* data loss 18.8 to 8.2hPa

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.099,26.6,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1010,1.4,13
1000,1.8,14
952,3.2,16
919,3.2,15
850,2.9,9
795,2.8,5
700,3,-1
660,2.9,-4
588,2.5,-10
500,2.1,-16
464,1.9,-20
332,1.2,-36
300,1.1,-42
254,1.7,-50
232,1.4,-52
200,2.2,-54
183,1.7,-57
159,2.2,-60
150,2.1,-61
137,1.9,-62
108,3.3,-61
100,4.3,-61
93.4,4.7,-62
77.1,10.5,-57
70,12.4,-57
66.8,12.2,-59
63.7,12.8,-58
60.8,12.8,-58
55.2,15.9,-57
52.7,17.4,-56
50,19,-53
45.8,19.4,-51
43.8,18.2,-50
41.8,15.1,-48
38.2,13.9,-49
33.3,14.5,-50
31.8,14.5,-51
30,14.2,-53
27.6,14.6,-52
25.2,14.2,-53
24,14.5,-52
22.9,15,-51
21.9,15.1,-50
20,14.5,-49
10,8.3,-39
8.2,6.4,-36
7.9,6.1,-34
7.2,5.7,-33
