
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2001-10-19,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A8770

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2001-10-19,03:39:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
330.8,4,366.7,-1.004,368,0,0,Dobson,105

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.066,27.0,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1006,2,12
1000,2.1,11
983,2.5,9
914,2.7,3
850,2.8,-2
816,2.7,-4
700,3.1,-8
648,2.6,-11
575,2.6,-16
500,2.1,-24
432,1.8,-32
413,2,-34
379,1.8,-38
347,1.2,-43
300,1.6,-51
289,1.5,-52
264,3.7,-52
252,5.4,-49
241,6.5,-48
210,6.7,-47
200,5.9,-47
183,4.8,-48
175,3.6,-49
167,3.3,-50
150,4.2,-50
139,5.2,-50
133,4.8,-50
121,7.1,-50
116,7.7,-50
111,9.2,-50
106,8.5,-49
100,8.4,-51
87.8,11.1,-53
83.8,11.4,-53
80,12.6,-52
72.9,13.6,-50
70,13,-51
63.5,16.7,-50
60.7,15.1,-50
55.4,14.7,-50
50,15.2,-51
48.2,15.5,-50
46.1,15.4,-51
44,15.4,-51
42,15.8,-51
40.1,16,-50
36.6,15.5,-51
34.9,15.6,-50
31.9,14.9,-50
30.4,13.9,-49
30,14.5,-48
29.1,15.9,-47
26.6,15.5,-47
24.3,14.4,-48
23.2,13.5,-49
22.1,13.7,-49
20,13.4,-47
18.5,13.6,-46
17.7,13.4,-45
16.9,12.6,-46
14.1,11.2,-44
12.9,9.4,-43
11.3,8.1,-43
10.8,8.2,-42
10,7.8,-41
9,7.2,-39
8.7,6.7,-38
8.3,6.6,-38
7,5.7,-37
6.4,5.2,-37
