* UPDATE NOTICE: The Ozone Partial Pressure (O3PartialPressure) data contained within this
* file were originally submitted in the units of nbar and have been adjusted by the WOUDC
* into mPa. - WOUDC, January 2002

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2001-01-30,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A8791

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2001-01-30,02:07:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
229.9,4,300.2,-0.906,272,0,0,Dobson,105
* Used ozonesonde

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.026,27.2,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1007,1.84,22,6.7,174
1000,1.93,20,8,178
950,2.46,13,9,172
850,2.52,7,8,182
822,2.38,10,9,215
765,3.49,9,9,261
700,3.19,4,11,251
660,2.86,2,13.9,256
636,3.18,0,14,261
612,3.04,-2,14,265
567,2.36,-6,16,266
525,2.7,-11,18,273
500,2.6,-13,18,269
430,2.25,-21,21,263
413,2.6,-23,22,265
380,1.74,-27,24,263
350,1.71,-32,25,260
300,1.72,-41,21,270
281,1.63,-44,23,275
269,2.28,-46,28,275
235,3.07,-46,37,272
214,2.6,-49,38,275
200,2.56,-50,42,274
178,1.88,-54,40,273
170,1.61,-55,43,271
150,1.47,-59,43,260
134,1.6,-63,34,255
116,1.96,-65,30,272
100,2,-67,23,264
90.1,2.29,-70,25,274
81.5,3.5,-67,24,275
70,5.5,-62,13,283
63.9,6.99,-60,4,2
58,6.85,-63,5,338
55.2,7.12,-64,6,331
52.6,8.16,-62,6,335
50,9.9,-58,5,317
45.6,11.6,-57,3,233
41.5,12.2,-56,5,78
36,12.2,-54,7,78
32.8,13.9,-53,7,62
30,14.4,-51,9,69
28.6,14.3,-51,7,79
26,14.8,-51,10,78
24.9,14.3,-50,9.9,76
23.8,14.6,-49,11,87
22.7,15.1,-47,12,81
20.7,15.1,-47,14,77
20,14.8,-47,15,82
18.9,14.4,-46,15,88
17.3,13.6,-46,15,84
15.8,13.3,-45,20,97
15.1,13.5,-43,20,93
12.1,11.4,-40,24,94
10.6,10.2,-37,23,102
