
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2001-06-07,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A4372

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2001-06-07,04:53:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
28.3,4,50.6,-5.909,299,0,0,Dobson,105
* flight failed prematurely tropospheric ozone values only ok

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.08,26.4,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
998,1.2,16
850,2.7,7
785,3,3
756,3.1,1
700,3,-2
676,2.8,-3
650,3.7,-4
536,2.2,-15
500,2.2,-19
475,2.4,-22
456,2.2,-24
420,2.4,-28
386,1.7,-32
354,1.6,-37
339,1.6,-40
324,1.8,-42
300,1.8,-46
246,1.5,-57
214,2.3,-59
204,3,-58
