
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2001-09-21,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A8776

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2001-09-21,02:37:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
312.8,4,351.2,-0.922,324,0,0,Dobson,105

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.026,27.2,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1010,1.6,17
1000,1.6,15
953,1.9,10
919,3.6,12
850,3.5,10
796,3.5,6
739,3.8,3
700,3.7,1
566,2.3,-11
500,2,-17
445,2.1,-25
410,2,-30
330,1.5,-41
300,1.5,-47
251,1.3,-57
239,1.3,-58
200,2.2,-61
188,2.8,-60
179,2.8,-58
150,5.5,-59
141,5.4,-59
134,4,-58
128,3.7,-58
122,4.1,-58
117,6.2,-58
111,7.3,-57
101,10.2,-58
100,9.6,-58
96.4,7.6,-58
91.9,6.8,-59
83.5,7.5,-58
79.6,9.5,-56
76,11,-56
72.5,10.3,-56
70,11.2,-55
62.9,14.1,-54
60.1,12.6,-55
57.3,11.9,-57
52.1,13.3,-54
50,15.3,-54
49.7,15.6,-54
47.5,15.7,-56
45.3,15.3,-56
43.2,15.9,-55
41.2,15.8,-55
39.3,16.1,-54
35.8,16.2,-53
34.2,15.8,-53
32.6,15.8,-52
30,15.5,-50
27.2,16.4,-49
26,15.8,-49
23.7,15.9,-47
22.6,16.4,-45
21.7,15.4,-44
20,15,-45
18.1,13,-44
17.3,12.4,-44
15.1,10.8,-46
13.8,9.8,-47
13.2,9.7,-47
11,8.6,-46
10,7.8,-44
8.4,7.2,-41
7.7,6.7,-41
7,6.1,-40
6.2,5.6,-37
