
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2001-08-24,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A8793

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2001-08-24,02:25:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
301.1,4,349.3,-0.988,345,0,0,Dobson,105
* used sonde

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.051,27.2,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1008,2.5,12
1000,2.7,11
984,3.1,9
915,3.2,4
850,3.1,-2
759,3.2,0
700,3,-4
627,3.3,-10
580,3,-14
500,2.2,-23
417,2.1,-33
400,1.7,-35
350,1.5,-42
320,2.2,-46
300,1.9,-48
280,1.7,-51
243,2.1,-56
221,5.2,-56
211,6.5,-54
200,5.9,-53
183,4.3,-52
175,4.9,-52
150,3.6,-52
145,3.7,-52
132,7.6,-52
121,9.4,-50
116,9.2,-51
110,9.5,-51
105,9.4,-52
100,8.2,-51
96,8.2,-51
91.6,7.1,-52
87.5,8,-50
83.6,7.5,-51
79.8,7.5,-50
70,10.6,-51
66.4,11.1,-50
57.9,13.9,-48
55.3,13.9,-48
50,16.4,-48
48.2,16.4,-48
46.1,15.8,-48
44,15.9,-48
42.1,16.6,-46
36.8,15.8,-46
35.1,16,-47
33.6,15.9,-47
30,14.9,-49
26.7,14.7,-50
25.5,15,-49
22.2,14,-49
21.2,14.2,-48
20,13.7,-49
17.7,13.4,-49
16.9,13,-49
15.4,12.3,-52
14.1,11.1,-53
12.2,8.8,-52
11.1,7.8,-51
10,7.1,-52
9.3,6.6,-53
