
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2001-09-12,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A8768

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2001-09-12,01:47:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
244.6,4,353.3,-1.016,359,0,0,Dobson,105
* Premature burst at 24hPa

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.030,27.97,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1002,1.8,16
1000,1.9,16
980,2.5,12
850,3.3,8
759,3.2,2
700,3.2,-3
628,3.5,-9
604,3.3,-10
558,3.1,-14
500,2.9,-22
437,2.9,-28
385,2.9,-35
353,2.2,-40
323,2,-46
300,2.3,-50
281,2.9,-53
256,5.8,-52
245,6.5,-52
223,7,-52
203,8,-52
200,7.7,-52
185,5.9,-52
161,7.9,-53
150,8.4,-52
140,6.7,-52
134,7,-53
128,9.5,-54
116,9,-55
111,9.2,-55
106,10.6,-54
101,9.9,-54
100,10.1,-54
92.1,12.8,-54
87.9,12.6,-53
83.9,14.6,-53
80,13.2,-53
76.4,13.9,-52
73,13.6,-53
70,10.8,-54
66.4,10.7,-53
63.4,12.8,-52
60.6,13,-51
57.8,10.6,-52
55.2,11,-51
50,14.8,-49
48.1,15.4,-49
45.9,16.3,-50
41.9,17.1,-49
40.1,17.1,-48
38.3,16.8,-47
35,16.6,-47
31.9,16.1,-49
30,16.1,-48
25.4,15.2,-47
