
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2001-10-10,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A8765

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2001-10-10,04:27:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
334.7,4,371.5,-0.937,348,0,0,Dobson,105

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.003,27.5,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1002,3,23
1000,3,23
980,3.5,19
946,3.4,16
850,3.2,8
819,3,5
733,3.5,2
700,2.9,-1
654,3,-4
630,2.6,-6
606,3,-8
561,2.8,-12
539,3.1,-14
500,3.1,-17
459,3.2,-22
406,3,-29
389,3.2,-31
327,2.5,-41
300,2.8,-44
273,2.9,-49
249,4.3,-52
238,4,-53
227,3.9,-53
200,3.3,-51
189,3.1,-53
180,3,-53
172,4.8,-53
164,5.7,-54
150,4.8,-55
143,4.1,-54
136,3.8,-54
130,5.7,-53
118,6.1,-53
113,5.9,-53
100,7.8,-54
98.2,7.8,-55
89.4,6.4,-54
81.4,7.6,-54
77.7,10.4,-53
74.1,12.7,-53
70,13.6,-53
67.6,14,-53
64.5,13.6,-52
58.8,13.6,-52
53.5,15.3,-52
51.1,14.6,-53
50,15.2,-53
48.8,15.8,-52
40.5,16.6,-51
38.7,16,-51
37,16.5,-51
33.7,15.9,-49
30,15.8,-49
26.8,15.8,-47
24.5,15.3,-47
23.4,14.8,-47
20.5,15.5,-44
20,15.3,-43
18.7,14.4,-44
17.9,14.4,-43
17.1,15.1,-44
15.7,14.4,-44
15,13.5,-45
13.7,12.2,-45
12.5,10.3,-43
11,9.2,-42
11.4,9,-43
10,8.4,-41
8.8,7.5,-39
7.4,6.2,-36
7,5.8,-35
6.5,5.4,-34
