
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2001-10-25,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A10208

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2001-10-25,04:21:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
333.0,4,360.6,-0.973,351,0,0,Dobson,105

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.036,27.7,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
991,2.6,19
969,3,16
850,2.9,6
700,2.5,-5
669,2.5,-8
644,2.2,-10
595,2.5,-14
528,2.4,-19
500,2.3,-22
448,2.2,-27
430,2.2,-30
412,2.2,-32
346,1.9,-43
300,3.7,-41
277,4.4,-40
265,4,-40
243,3.9,-41
232,4.4,-42
222,5.2,-42
213,5.4,-43
200,6.6,-43
194,7.3,-43
178,7.2,-44
170,6.5,-44
163,6.2,-44
156,4.7,-45
150,4.1,-47
142,3.8,-48
136,4.1,-49
130,4.2,-51
124,4.2,-52
118,4.4,-52
113,5.1,-53
108,5,-53
100,6.5,-54
93.6,7.1,-55
89.3,8.8,-55
85.2,9.8,-55
77.6,11.5,-54
70,10.8,-54
64.3,11.6,-54
53.4,14.9,-53
50,14.6,-53
46.4,14.6,-53
44.3,15.3,-52
40.4,15.4,-52
35.1,15,-52
30,14.9,-51
26.7,15.7,-49
23.2,15.4,-48
22.2,14.9,-48
20,14.2,-47
16.2,12.5,-44
15.5,11.9,-43
14.2,11.7,-42
12.4,10.7,-43
11.9,9.9,-43
10.8,9.2,-44
10,8.4,-44
9.5,8.3,-44
8.3,6.7,-42
7,5.8,-40
6.4,5.4,-37
5.8,5,-34
5,4.2,-32
4.9,4.1,-31
