
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2001-04-30,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A10216

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2001-04-30,04:23:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
35.4,4,64.5,,264,0,0,Dobson,105
* tropospheric ozone only due to premature burst at 110hPa
* correction factor not applicable

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.008,28.0,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1012,1.3,18,1.5,240
1000,1.5,17,2,215
921,2,10,2,309
850,3,9,5,219
739,2.5,3,12,81
700,2.3,0,14,88
612,2,-6,13,87
589,2.2,-8,10,87
500,1.7,-17,9,81
446,1.5,-24,9,105
394,1.5,-31,9,78
346,1.5,-38,7,44
331,1.7,-40,7,29
300,1.3,-45,3,2
240,1.1,-58,7,15
218,1.5,-60,6,12
200,2.3,-61,2,318
189,2.3,-60,5,304
180,3,-58,6,309
172,2.4,-57,12,291
156,2.9,-55,13,284
150,2.4,-55,11,270
130,2.7,-56,11,283
124,3.1,-56,12,280
112,3.9,-57,12,283

