
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2001-06-19,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A10212

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2001-06-19,03:56:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
293.1,4,326.1,-0.074,325,0,0,Dobson,105

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.074,29.2,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1008,1.6,11
1000,1.8,10
986,2.1,9
951,2.8,9
850,2.6,4
791,2.8,1
700,2.7,-5
680,2.8,-6
630,2.5,-10
559,2.3,-16
538,2.4,-18
500,2,-22
438,1.7,-30
402,1.8,-35
337,1.3,-44
322,1.3,-47
300,1.4,-51
256,1.4,-58
232,2.1,-61
200,5.1,-54
192,5.4,-52
184,4.7,-51
167,4.6,-50
150,3.5,-50
133,2.8,-52
127,3.1,-53
121,3.3,-55
110,2.8,-55
100,10.3,-53
100,10.5,-53
91.5,6.4,-51
79.6,7.8,-52
72.6,10.6,-52
70,10.4,-52
60.3,13.2,-51
57.6,14.8,-50
55,14.1,-50
52.5,13.9,-50
50,14.2,-50
47.9,14.2,-51
45.8,15.1,-51
43.7,15.5,-51
39.9,15.3,-50
38.1,15.4,-51
36.3,15.8,-50
34.7,16.1,-50
31.7,15.3,-50
30.3,15.8,-50
30,15.7,-50
27.6,14.7,-51
25.2,15.3,-52
24,14.6,-52
22.9,14.8,-52
20,12.5,-53
16.6,11.7,-53
15.8,11.8,-52
14.4,11,-53
13.8,10.9,-53
12.5,10.2,-54
11.4,9.3,-54
10.4,8.4,-55
10,7.4,-55
9.5,6.4,-57
9,6,-56
8.6,5.6,-57
7,4.5,-59
6.8,4.4,-59

