
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2001-09-03,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A8766

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2001-09-03,05:36:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
336.9,4,302.6,1.000
* No Dobson reading

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.109,27.05,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1000,2.5,17
977,3.2,15
910,3.3,9
850,3.3,4
785,3.1,-1
728,3.3,-2
700,3.1,-3
675,3.2,-5
625,3,-9
555,2.8,-16
534,3,-18
500,2.7,-21
472,2.6,-24
453,3,-26
417,2.5,-31
399,2.2,-33
351,1.8,-41
335,2.5,-43
300,2.4,-48
267,1.9,-52
255,2,-53
243,3.5,-53
232,4.1,-52
222,2.6,-53
212,2.2,-54
200,2.3,-54
184,2.8,-54
168,2.6,-54
150,4.2,-50
139,4.5,-50
133,5.1,-50
127,4.1,-53
121,4.2,-54
110,4.9,-55
105,4.9,-55
100,5.4,-54
87.3,9.5,-54
79.5,10.3,-54
75.9,10,-54
70,13.3,-53
69.2,13.9,-53
66,14,-54
60.1,17.2,-52
54.8,12,-50
50,10.9,-52
45.6,16.4,-51
41.6,16.8,-51
37.9,15.9,-50
36.2,16.1,-51
31.5,16.1,-49
30,16.4,-46
26.3,16.5,-44
24.1,16,-43
22,15.7,-43
20.2,15.9,-43
20,15.8,-43
17.6,13.4,-42
16.1,11,-42
15.4,11.1,-40
13,8.7,-36
11.9,8,-37
10,6.8,-33
7.8,5.1,-32
