
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2001-10-05,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A8769

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2001-10-05,02:58:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
330.4,4,365.7,-0.963,352,0,0,Dobson,105

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.040,27.4,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1000,1.8,15
978,2.6,12
909,3,6
850,2.9,2
783,2.7,-3
700,3.4,-5
672,3.6,-5
647,3.5,-6
532,2.5,-18
500,2.4,-22
452,2.7,-27
381,1.7,-35
365,2.2,-38
350,2.4,-40
300,1.9,-48
279,2.2,-52
221,6.2,-50
200,6.9,-49
161,9.9,-47
150,8.8,-47
134,6.7,-47
122,8.4,-48
112,6.5,-49
102,6.8,-50
100,7.5,-50
97.5,8.3,-50
85,10.4,-50
81.1,9.6,-50
77.5,10.5,-50
70,12.2,-51
67.5,13.7,-52
61.5,14.2,-52
58.7,13.8,-52
50,14.9,-50
38.8,16.4,-49
37.1,15.9,-49
33.9,15.2,-49
30.9,15.9,-49
30,15.8,-49
27,15.4,-48
25.8,15.5,-48
22.5,14.8,-47
20,13.3,-47
17.1,12.5,-45
15,10.4,-44
12,8.2,-43
10,7,-43
8,6,-40
7,5.1,-39
