
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2001-09-04,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A8774

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2001-09-04,05:55:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
331.4,4,390.4,-0.924,361,0,4,Dobson,105

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.081,27.56,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1005,1.1,13
1000,1.3,12
982,1.9,10
850,2.8,1
757,2.7,-6
700,3.1,-7
649,2.9,-11
600,2.4,-16
532,2.2,-23
500,2.2,-26
431,2.5,-34
362,2.1,-42
331,1.9,-46
317,2.8,-48
300,3.1,-49
276,3.4,-51
240,6.1,-51
219,6.2,-49
200,5.5,-50
191,7.4,-49
167,10.1,-48
150,8.6,-49
139,6.1,-50
132,5.2,-52
126,5.2,-52
110,8.4,-50
100,9.3,-53
91.5,12.4,-53
79.6,14.5,-51
72.6,14.5,-53
70,14.2,-52
63.2,16.2,-50
55,15.9,-52
50,17,-51
47.9,16.3,-51
45.7,14.3,-52
43.6,14.4,-51
41.7,16.5,-51
39.8,16.9,-51
34.7,16.5,-50
33.1,16.3,-50
30,16.6,-48
28.9,16.9,-47
27.6,16.7,-45
25.2,16.8,-45
24.1,16.2,-46
23.1,16.4,-45
21.1,15.7,-45
20,15.6,-45
17.6,15,-43
16.1,11.9,-41
14.1,10.9,-38
13,9.2,-39
12.4,8.9,-39
11.4,8.1,-39
10,7.2,-35
8.1,5.8,-34
7,5.1,-35
5.2,3.7,-33
