
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2001-05-15,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A8796

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2001-05-15,04:53:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
246.7,4,272.6,-0.968,264,0,0,Dobson,105

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.033,28.1,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
997,1.6,18,6.7,12
941,2.7,14,9,60
850,3.2,10,14,145
700,2.7,-3,22,300
627,2.2,-8,24,341
500,1.8,-20,25,347
402,1.5,-33,26,340
337,1.7,-43,34,334
323,2.2,-45,32,323
300,3.5,-43,27,317
295,3.5,-43,26,317
282,2.4,-42,26,316
247,2,-47,31,308
236,2.7,-46,31,300
200,2.9,-47,39,290
188,1.9,-45,42,287
150,1.9,-53,34,275
143,2.3,-55,33,279
136,1.7,-56,33,277
118,1.6,-59,27,268
100,2,-62,21,271
88.4,3.9,-63,21,271
84.2,5.8,-61,20,269
76.5,6.8,-61,10,278
70,6.6,-61,16,286
66.2,7.5,-60,14,275
63.1,9.8,-60,14,269
50,11.1,-60,10,281
45.1,11.8,-60,11,281
41,13.3,-58,11,245
35.5,13.4,-58,8,286
33.8,14.1,-57,8,289
30,14.2,-55,6,287
25.5,13.1,-55,9,257
24.3,13.2,-54,8,247
22.2,12.7,-55,10,243
20,11.6,-54,8,258
17.6,10,-51,9,266
16,9.7,-51,15,242
13.3,8.2,-51,8,215
12.7,7.3,-52,3,182
11.6,6.7,-53,6,228
10,6.3,-54,6,233
8,5.5,-48,5,242
7,4.9,-48,10,234
6.1,4.1,-47,16,252
5.8,4.1,-45
5.1,3.7,-44

