* UPDATE NOTICE: The Ozone Partial Pressure (O3PartialPressure) data contained within this
* file were originally submitted in the units of nbar and have been adjusted by the WOUDC
* into mPa. - WOUDC, January 2002

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-12-07,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A8791

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2000-12-07,00:27:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
260.5,4,305.3,-0.934,,,0,Dobson,105

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.020,27.1,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1001,1.97,19,6.2,185
1000,1.98,18,6,187
979,2.19,14,6,196
850,2.58,7,6,172
847,2.63,7,5,180
759,2.05,4,11,246
700,2.02,0,12,237
582,2.52,-10,19,223
560,2.46,-12,21,223
517,3.15,-14,20,222
500,3.13,-16,24,221
459,2.83,-20,24,239
441,3.07,-22,22,243
406,2.6,-27,24,240
358,2.93,-34,25,241
314,1.99,-41,26,232
300,2.14,-43,24,238
287,2.22,-45,26,244
250,1.94,-52,34,250
239,2.01,-54,34,248
228,2.76,-54,37,243
218,3.18,-55,35,244
200,3.2,-56,36,254
150,2.52,-59,32,257
135,2.45,-60,35,257
129,2.49,-61,34,254
106,5.03,-62,22,243
100,6.46,-62,18,252
96.5,6.58,-63,19,253
87.5,5.16,-63,17,249
83.3,5.14,-62,16,259
72,7.68,-63,15,264
70,8.86,-62,18,265
65.3,10.5,-59,15,235
59.4,10.9,-59,3,228
54,11.1,-59,5,254
50,9.3,-60,6,203
49,8.84,-61,5,194
46.7,9.3,-60,4,203
44.5,11.4,-58,4,114
42.5,11.5,-59,3,340
38.6,13.7,-57,2,196
36.8,13.6,-56,3,117
33.5,13.8,-55,6,45
32,13.8,-54,5,69
30,13.1,-54,6,64
27.8,9.85,-53,5,84
26.5,8.37,-52,4,88
25.3,8.12,-52,6,90
24.2,10.9,-52,7,83
23.1,13,-50,8,91
20,12.3,-48,12,98
18.4,12.9,-47,14,80
17.6,12.8,-46,13,75
14,11.8,-42,16,71
13.4,11.4,-42,14,74
12.9,11.2,-42,15,94
11.3,9.62,-40,18,97
10.8,9.46,-39,19,95
10,8.67,-37,17,76
9.1,8.27,-36,21,86
8,7.1,-34,25,83
8.3,7.43,-35,23,84
7.3,6.68,-32,24,79
