* UPDATE NOTICE: The Ozone Partial Pressure (O3PartialPressure) data contained within this
* file were originally submitted in the units of nbar and have been adjusted by the WOUDC
* into mPa. - WOUDC, January 2002

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-12-20,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A8799

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2000-12-20,02:07:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
214.8,4,281.1,-0.953,268,0,0,Dobson,105

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.008,28.4,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1000,2.72,25,4.1,182
979,3.52,21,2,220
913,3.79,20,8,279
850,2.89,19,11,287
793,3.44,15,16,290
700,2.78,7,16,273
687,2.55,6,16,269
638,3.27,4,14,283
549,1.82,-4,18,284
528,1.93,-5,17,287
500,2.46,-8,18,291
489,2.67,-9,18,290
452,2.6,-13,24,285
401,2.4,-20,26.6,282
355,2.65,-26,25,287
326,2.47,-32,26,297
300,1.98,-37,26,301
287,2.25,-39,27,293
274,2.23,-41,28,291
251,1.75,-46,28,283
229,1.74,-49,27,279
219,2.03,-51,25,279
200,1.9,-54,26,294
150,1.59,-64,28,281
129,1.61,-66,21,281
111,1.73,-68,21,279
100,1.63,-71,20,267
86.3,1.91,-73,12,270
77.9,3.43,-70,8,286
74,4.13,-70,8,296
70,4.44,-71,7,256
66.9,4.96,-70,4,174
60.5,6.46,-67,5,341
57.6,8.18,-64,4,310
52.3,8.84,-62,8,303
50,9.55,-62,7,271
45.2,11.2,-60,2,211
41,10.6,-61,1,225
39.1,11,-60,2,182
37.3,11.6,-59,6,102
35.5,12.4,-58,10.1,74
33.9,11.7,-57,11,66
32.3,10.4,-57,9,68
30,13.7,-54,7,57
29.4,14.4,-53,7,60
26.8,13.8,-51,9,79
25.6,12.8,-51,10,91
23.3,12,-50,9,81
22.3,11.9,-49,8,73
20.4,12.2,-46,9,66
20,12.1,-45,8,62
16.3,11.1,-42,11,105
15.6,12.1,-41,10,94
14.9,12.2,-40,10,101
12.5,11.1,-40,16,81
12,10.7,-40,17,78
10,9.66,-37,22,86
