
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-09,ABM,1.0,Ozone Monitoring

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A7274

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2000-03-09,02:38:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
235.8,4,276.9,-0.971,268,0,0,Dobson,105

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.006,27.2,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1007,1.53,27,3.6,152
1000,1.69,25,7,178
951,2.38,18,4,203
918,2.36,16,3,216
850,2.44,10,2,231
795,2.58,8,5,334
767,2.35,7,5,344
700,2.48,3,5,22
686,2.64,2,6,7
661,2.69,0,9,3
613,2.3,-3,9,37
547,2.35,-7,12,44
500,1.94,-12,8,54
450,2.05,-18,11,14
415,1.91,-22,13,30
382,2.51,-26,20,20
351,1.49,-31,22,36
300,1.22,-39,28,45
270,0.97,-45,33,45
247,1.45,-50,29,40
215,3.21,-50,14,41
205,2.94,-50,10,47
200,3.38,-50,9,59
196,3.69,-50,9,69
171,2.31,-51,7.3,76
163,2.66,-52,8,103
156,2.17,-54,8,102
150,2.19,-56,9,102
123,2.78,-60,9,95
111,2.59,-64,4,113
106,3.53,-64,2,192
100,3.36,-64,5,92
96.2,3.15,-65,5,92
91.5,3.46,-65,6,87
87.1,4.15,-65,6,57
82.9,4.67,-66,3,132
78.9,4.63,-65,4,183
75.1,4.36,-65,4,134
70,4.38,-66,4,110
61.7,6.13,-64,6,77
58.8,8.01,-62,7,43
56,10.3,-61,4,57
50.8,10,-61,3,8
50,10,-61,4,6
46.2,10.5,-59,4,71
44,10.4,-59,4,84
40,11,-57,4,129
36.4,12.2,-55,6,152
34.7,12.1,-54,7,111
33.2,11.6,-54,6,86
30,12.8,-55,3,120
28.8,12.8,-55,4,123
27.5,13.2,-54,3,78
25,13.4,-53,8,136
23.9,14.1,-50,6,108
20,13.3,-48,8,108
15.9,11.5,-45,4,152
14.5,11.2,-44,3,77
14.5,11.2,-44,3,77
12.7,9.91,-42,4,206
11.1,8.86,-38,4,75
10,7.98,-36,6,33
7.6,6.09,-33
7.6,6.09,-33
