* UPDATE NOTICE: The Ozone Partial Pressure (O3PartialPressure) data contained within this
* file were originally submitted in the units of nbar and have been adjusted by the WOUDC
* into mPa. - WOUDC, January 2002

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-07-28,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A7308

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2000-07-28,01:07:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
333.7,4,362.5,-0.957,347,0,0,Dobson,105

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.003,26.7,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1014,1.14,11,4.6,211
1000,1.27,9,6,209
921,2.95,4,8,195
856,3.06,2,8,176
850,3.07,2,9,173
765,3.13,1,10,193
700,2.84,-3,7,204
683,2.87,-4,6,201
633,2.49,-8,6,224
563,2.24,-15,10,228
520,2.66,-19,8,219
500,2.57,-22,9,227
404,2.06,-35,8,229
387,1.79,-36,8,217
340,1.73,-43,15,244
300,1.3,-50,16,255
283,1.3,-53,16,254
223,3.05,-59,14,222
213,3.02,-59,13,231
200,4.07,-59,13,238
193,5.43,-58,12,240
184,6.87,-57,11,246
168,8.2,-56,13,246
150,6.12,-54,16,238
139,5.02,-53,13,253
133,5.2,-54,16,241
121,5.89,-55,15,241
115,6.75,-54,15,235
110,10.2,-55,14,239
100,12.7,-55,12,245
95.6,11,-53,10,257
91.3,10.1,-54,8,261
83.1,10.9,-54,9,257
79.3,10.5,-55,12,259
75.7,11,-54,11,260
72.2,10.8,-53,7,287
70,11.5,-54,7,287
65.8,12.8,-54,5,269
62.8,12.7,-53,2,297
57.2,14.8,-53,9,291
52.1,13.8,-52,7,289
50,16.2,-51,6,314
49.7,16.6,-51,6,315
45.3,16.3,-52,5,267
43.3,18.3,-50,3,310
41.4,18.5,-50,5,357
39.5,17.6,-50,6,323
37.7,17.1,-50,5,328
34.4,17.1,-50,5,302
30,16.2,-50,5,340
28.6,15.6,-49,4,343
26.2,14.9,-47,5,333
25,15.3,-46,4,17
23.9,15.3,-45,5,14
20.9,13.7,-46,6,346
20,13.7,-47,6,10
18.2,12.3,-46,4,3
17.4,11.3,-45,2,30
15.9,10.7,-45,8,350
15.2,10.8,-44,7,348
12.7,9.48,-42,5,302
11.7,8.71,-43,6,292
10,7.63,-44,8,258
8.5,6.44,-46,7,306
7.4,5.96,-44,8,281
7,5.51,-44,10,246
6.5,4.66,-45,9,247
5.7,4.09,-43,14,248
