* UPDATE NOTICE: The Ozone Partial Pressure (O3PartialPressure) data contained within this
* file were originally submitted in the units of nbar and have been adjusted by the WOUDC
* into mPa. - WOUDC, January 2002

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-11-17,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A4376

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2000-11-17,01:28:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
283,4,337.3,-0.913,308,0,0,Dobson,105
* used ozonesonde.
* background current was negative 0.015uA

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,-0.015,25.9,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1005,1.96,22,2.6,233
1000,2.09,22,3,230
982,2.61,20,3,217
916,2.46,14,3,165
850,3.06,11,4,111
738,3.35,4,3,81
700,3.17,1,1,137
524,2.59,-11,6,334
500,2.81,-13,6,302
465,2.56,-17,10,301
429,2.63,-21,10,291
396,2.13,-26,14.1,290
349,2.69,-34,17,287
320,2.42,-39,21,288
300,2.68,-43,22,292
267,2.34,-49,23,284
244,2.93,-51,24,293
233,2.61,-53,24,288
200,3.3,-56,22,290
184,3.65,-56,25,284
160,3.18,-56,20,287
152,3.55,-57,22,288
150,3.5,-58,23,286
138,3.27,-59,20,280
126,4.14,-60,19,274
114,3.38,-60,14.3,289
109,4.06,-61,14,275
100,4.44,-61,13,251
94.2,5.73,-61,8,235
89.8,5.84,-62,3,225
77.6,7.88,-62,5,284
73.9,7.59,-63,6,251
70,8.54,-62,6,209
67.1,8.86,-62,5,158
63.9,8.67,-62,6,134
60.9,9.88,-61,8,119
52.7,13.9,-58,6,84
50.3,13.9,-59,7,95
50,14,-59,7,93
45.7,14.9,-59,8,97
43.6,14.7,-58,7,93
41.5,15.2,-58,11,111
37.8,15,-57,12,91
36,14.7,-56,13,87
34.4,15,-55,13,86
31.3,14.9,-55,14,96
30,14.4,-56,13,95
27.2,13.8,-56,15,101
25.9,13.8,-55,18,100
23.6,14.6,-52,18,98
22.5,14.4,-50,16,90
21.5,14.4,-50,16,90
20.6,14.7,-50,17,94
20,14.2,-50,17,97
18.8,13.6,-50,21,96
17.1,12.8,-50,21,88
15.6,12.4,-49,22,95
14.3,11.6,-47,23,93
13,10.4,-46,25,88
12.4,10.5,-44,27,89
11.9,9.89,-46,27,87
10,9.07,-43,28,79
8.3,7.95,-36,25,91
