
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-01-07,ABM,1.0,Ozone Monitoring

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A7284

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2000-01-07,02:23:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
240.3,4,296.6,-0.951,283,0,0,Dobson,115

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.006,26.9,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1005,1.7,21,7.7,187
1000,1.78,20,8,188
982,2.11,17,9,186
850,2.47,7,11,127
763,1.97,5,8,118
700,1.36,1,3,124
682,1.35,0,3,102
657,1.83,-3,3,93
609,1.57,-6,5,140
542,1.94,-11,2,156
500,1.73,-16,5,233
444,1.31,-21,6,209
409,1.05,-26,5,199
361,0.98,-34,3,227
331,1.43,-38,3,203
300,1.22,-44,4,242
264,1.33,-51,3,345
241,2.56,-53,6,246
219,2.42,-55,9,253
209,3.32,-55,9,255
200,3.37,-55,12,261
190,2.63,-55,15,260
165,3.41,-56,13,273
150,3.06,-57,18,265
144,2.4,-58,17,263
130,4.17,-59,14,268
130,4.17,-59,14,268
118,4.33,-61,15,257
113,4.26,-61,13,251
108,4.87,-61,15,265
100,4.88,-62,14,272
93,4.61,-62,12,265
88.6,5.05,-62,11,268
84.4,6.23,-61,12,271
80.4,6.55,-62,10,272
76.6,6.63,-62,10,272
70,7.64,-62,4,301
63.1,8.8,-60,5,309
60.1,8.85,-60,7,305
54.6,9.9,-58,3,278
50,10.6,-59,2,331
47.3,11.1,-58,2,347
43.1,12.5,-57,5,159
39.2,13.1,-55,6,52
37.4,13,-55,6,55
34,13.5,-54,6,86
31,12.9,-53,7,62
30,13.2,-53,9,59
28.2,14.1,-52,5,85
27,14.2,-51,7,82
24.6,13.6,-50,10,78
21.4,13.6,-47,11,70
20,13.5,-45,12,58
17.9,12.6,-45,10,64
17.1,12.6,-44,8,84
14.3,10.9,-43,12,77
13.7,10.9,-42,12,92
13.1,10.5,-40,11,92
10,8.43,-35,15,55
9.7,8.31,-34,12,53
